Fecha,Hora_Decimal,Dia,Num_Vagones,Velocidad_Operativa,Total_Esperando,Total_En_Trenes,D_Labrador,D_Quitumbe,Esp_Labrador,Esp_UCentral,Esp_SanFrancisco,Esp_Magdalena,Esp_Recreo,Esp_Quitumbe,Ocupacion_Promedio_Trenes_Porc
2025-12-02 18:30:00,18.5,Lunes,3,38.0,2819,6452,1.0,1.0,450,122,350,146,138,500,58.28364950316172
2025-12-02 18:40:00,18.666666666666668,Lunes,3,38.0,3377,6669,1.0,1.0,450,202,350,192,178,500,60.24390243902441
2025-12-02 18:50:00,18.833333333333332,Lunes,3,38.0,3500,7250,1.0,1.0,450,296,336,220,256,500,65.49232158988256
2025-12-02 19:00:00,19.0,Lunes,3,38.0,3402,7730,1.0,1.0,450,320,215,275,248,500,69.82836495031617
2025-12-02 19:10:00,19.166666666666668,Lunes,3,38.0,3287,8055,1.0,1.0,450,132,193,300,294,500,72.76422764227642
2025-12-02 19:20:00,19.333333333333332,Lunes,3,38.0,3213,8282,1.0,1.0,450,63,158,300,399,500,74.81481481481482
2025-12-02 19:30:00,19.5,Lunes,3,38.0,3014,8358,1.0,1.0,450,97,169,265,302,500,75.50135501355012
2025-12-02 19:40:00,19.666666666666668,Lunes,3,38.0,3178,8142,1.0,1.0,450,260,27,300,315,500,73.550135501355
2025-12-02 19:50:00,19.833333333333332,Lunes,3,38.0,3486,6409,1.0,1.0,450,320,35,295,358,500,57.89521228545619
2025-12-02 20:00:00,20.0,Lunes,3,38.0,3118,5380,1.0,1.0,450,320,85,235,298,500,48.59981933152665
2025-12-02 20:10:00,20.166666666666668,Lunes,3,38.0,2805,4838,1.0,1.0,450,320,114,205,278,500,43.7037037037037
2025-12-02 20:20:00,20.333333333333332,Lunes,3,38.0,2533,3918,1.0,1.0,450,320,136,221,296,500,35.39295392953929
2025-12-02 20:30:00,20.5,Lunes,3,38.0,2460,3413,1.0,1.0,450,320,155,224,308,500,30.83107497741644
2025-12-02 20:40:00,20.666666666666668,Lunes,3,38.0,2131,3224,1.0,1.0,450,23,175,234,331,500,29.12375790424571
2025-12-02 20:50:00,20.833333333333332,Lunes,3,38.0,1801,3437,1.0,1.0,450,41,193,185,9,500,31.047877145438125
2025-12-02 21:00:00,21.0,Lunes,3,38.0,1724,3717,1.0,1.0,450,52,209,31,15,500,33.577235772357724
2025-12-02 21:10:00,21.166666666666668,Lunes,3,38.0,1827,3899,1.0,1.0,450,54,140,40,25,500,35.22131887985547
2025-12-02 21:20:00,21.333333333333332,Lunes,3,38.0,2145,4014,1.0,1.0,450,67,155,40,27,500,36.260162601626014
2025-12-02 21:30:00,21.5,Lunes,3,38.0,2120,4090,1.0,1.0,450,84,10,50,42,500,36.946702800361344
2025-12-02 21:40:00,21.666666666666668,Lunes,3,38.0,2234,3905,1.0,1.0,450,104,8,13,1,500,35.27551942186089
2025-12-02 21:50:00,21.833333333333332,Lunes,3,38.0,2163,3559,1.0,1.0,450,47,9,8,6,500,32.149954832881654
2025-12-02 22:00:00,22.0,Lunes,3,38.0,2345,2710,1.0,1.0,450,77,14,8,26,500,24.480578139114723
2025-12-02 22:10:00,22.166666666666668,Lunes,3,38.0,2325,2324,1.0,1.0,450,100,6,27,39,500,20.993676603432704
2025-12-02 22:20:00,22.333333333333332,Lunes,3,38.0,2307,2099,1.0,1.0,450,118,16,48,51,500,18.961156278229453
2025-12-02 22:30:00,22.5,Lunes,3,38.0,2237,1568,1.0,1.0,450,150,29,61,73,500,14.164408310749776
2025-12-02 22:40:00,22.666666666666668,Lunes,3,38.0,2124,1731,1.0,1.0,450,179,51,68,86,500,15.636856368563684
2025-12-02 22:50:00,22.833333333333332,Lunes,3,38.0,2115,1936,1.0,1.0,450,206,75,85,105,500,17.488708220415536
2025-12-02 23:00:00,23.0,Lunes,3,38.0,1831,2403,1.0,1.0,450,237,97,116,18,500,21.70731707317073
2025-12-02 05:40:00,5.666666666666667,Lunes,6,68.0,536,239,1.0,1.0,76,41,18,13,18,128,1.0794941282746162
2025-12-02 05:50:00,5.833333333333333,Lunes,6,68.0,951,576,1.0,1.0,151,79,41,30,37,241,2.6016260162601625
2025-12-02 06:00:00,6.0,Lunes,6,68.0,1265,925,1.0,1.0,212,51,67,20,22,361,4.177958446251129
2025-12-02 06:10:00,6.166666666666667,Lunes,6,68.0,1605,1244,1.0,1.0,297,69,45,27,30,482,5.618789521228546
2025-12-02 06:20:00,6.333333333333333,Lunes,6,68.0,1522,1827,1.0,1.0,372,84,6,37,47,500,8.252032520325203
2025-12-02 06:30:00,6.5,Lunes,6,68.0,1716,2065,1.0,1.0,439,95,4,8,45,500,9.327009936766034
2025-12-02 06:40:00,6.666666666666667,Lunes,6,68.0,2230,3122,1.0,1.0,450,62,41,9,87,500,14.101174345076783
2025-12-02 06:50:00,6.833333333333333,Lunes,6,68.0,2405,3629,1.0,1.0,450,97,67,32,37,500,16.391147244805783
2025-12-02 07:00:00,7.0,Lunes,6,68.0,2421,3597,1.0,1.0,450,198,18,3,30,500,16.246612466124663
2025-12-02 07:10:00,7.166666666666667,Lunes,6,68.0,2690,3213,1.0,1.0,450,269,27,94,121,500,14.51219512195122
2025-12-02 07:20:00,7.333333333333333,Lunes,6,68.0,2803,3501,1.0,1.0,450,320,64,177,202,500,15.813008130081302
2025-12-02 07:30:00,7.5,Lunes,6,68.0,2681,4178,1.0,1.0,450,103,173,245,265,500,18.87082204155375
2025-12-02 07:40:00,7.666666666666667,Lunes,6,68.0,2860,4881,1.0,1.0,450,100,274,300,329,500,22.046070460704605
2025-12-02 07:50:00,7.833333333333333,Lunes,6,68.0,2273,6152,1.0,1.0,450,210,233,39,39,500,27.78681120144535
2025-12-02 08:00:00,8.0,Lunes,6,68.0,2941,6405,1.0,1.0,450,320,279,61,55,500,28.92953929539296
2025-12-02 08:10:00,8.166666666666666,Lunes,6,68.0,2479,7595,1.0,1.0,450,320,10,25,93,500,34.3044263775971
2025-12-02 08:20:00,8.333333333333334,Lunes,6,68.0,2589,7879,1.0,1.0,450,320,17,54,62,500,35.58717253839205
2025-12-02 08:30:00,8.5,Lunes,6,68.0,2469,7844,1.0,1.0,450,95,38,11,19,500,35.42908762420957
2025-12-02 08:40:00,8.666666666666666,Lunes,6,68.0,2612,6699,1.0,1.0,450,220,53,14,39,500,30.257452574525743
2025-12-02 08:50:00,8.833333333333334,Lunes,6,68.0,2952,4696,1.0,1.0,450,320,34,70,99,500,21.210478771454376
2025-12-02 09:00:00,9.0,Lunes,6,68.0,2497,4872,1.0,1.0,450,320,85,119,181,500,22.00542005420054
2025-12-02 09:10:00,9.166666666666666,Lunes,6,68.0,3017,4844,1.0,1.0,450,320,150,210,268,500,21.87895212285456
2025-12-02 09:20:00,9.333333333333334,Lunes,6,68.0,2403,5741,1.0,1.0,450,84,251,43,24,500,25.930442637759715
2025-12-02 09:30:00,9.5,Lunes,6,68.0,2346,6010,1.0,1.0,450,127,167,63,34,500,27.145438121047878
2025-12-02 09:40:00,9.666666666666666,Lunes,6,68.0,2218,6805,1.0,1.0,450,199,33,134,102,500,30.73622402890696
2025-12-02 09:50:00,9.833333333333334,Lunes,6,68.0,2617,7450,1.0,1.0,450,320,35,52,125,500,33.649503161698284
2025-12-02 10:00:00,10.0,Lunes,6,68.0,2369,8379,1.0,1.0,450,93,47,31,97,500,37.84552845528456
2025-12-02 10:10:00,10.166666666666666,Lunes,6,68.0,1920,7789,1.0,1.0,450,22,8,8,4,500,35.1806684733514
2025-12-02 10:20:00,10.333333333333334,Lunes,6,68.0,1837,5638,1.0,1.0,450,50,4,5,8,500,25.465221318879856
2025-12-02 10:30:00,10.5,Lunes,6,68.0,1877,4207,1.0,1.0,450,77,4,10,28,500,19.001806684733513
2025-12-02 10:40:00,10.666666666666666,Lunes,6,68.0,1702,3641,1.0,1.0,450,105,15,28,41,500,16.445347786811205
2025-12-02 10:50:00,10.833333333333334,Lunes,6,68.0,1495,3044,1.0,1.0,450,20,35,40,59,500,13.748870822041553
2025-12-02 11:00:00,11.0,Lunes,6,68.0,1330,2770,1.0,1.0,450,13,59,57,71,500,12.511291779584463
2025-12-02 11:10:00,11.166666666666666,Lunes,6,68.0,1300,2339,1.0,1.0,450,36,45,22,8,500,10.564588979223126
2025-12-02 11:20:00,11.333333333333334,Lunes,6,68.0,1394,2235,1.0,1.0,450,48,54,25,23,500,10.094850948509484
2025-12-02 11:30:00,11.5,Lunes,6,68.0,1446,2365,1.0,1.0,450,42,10,10,32,500,10.682023486901535
2025-12-02 11:40:00,11.666666666666666,Lunes,6,68.0,1319,2692,1.0,1.0,450,63,15,11,17,500,12.158988256549232
2025-12-02 11:50:00,11.833333333333334,Lunes,6,68.0,1429,2748,1.0,1.0,450,35,12,12,4,500,12.411924119241194
2025-12-02 12:00:00,12.0,Lunes,6,68.0,1529,2421,1.0,1.0,450,15,7,7,10,500,10.934959349593496
2025-12-02 12:10:00,12.166666666666666,Lunes,6,68.0,1871,1697,1.0,1.0,450,36,12,5,6,500,7.664859981933153
2025-12-02 12:20:00,12.333333333333334,Lunes,6,68.0,1303,2258,1.0,1.0,450,77,4,16,17,500,10.198735320686541
2025-12-02 12:30:00,12.5,Lunes,6,68.0,1357,2292,1.0,1.0,450,97,24,27,41,500,10.352303523035228
2025-12-02 12:40:00,12.666666666666666,Lunes,6,68.0,1251,2357,1.0,1.0,450,6,43,5,9,500,10.645889792231253
2025-12-02 12:50:00,12.833333333333334,Lunes,6,68.0,1395,2089,1.0,1.0,450,21,24,18,6,500,9.435411020776874
2025-12-02 13:00:00,13.0,Lunes,6,68.0,1189,2408,1.0,1.0,450,30,4,29,11,500,10.876242095754291
2025-12-02 13:10:00,13.166666666666666,Lunes,6,68.0,1252,2513,1.0,1.0,450,57,8,14,20,500,11.35049683830172
2025-12-02 13:20:00,13.333333333333334,Lunes,6,68.0,1324,2614,1.0,1.0,450,11,3,2,19,500,11.806684733514
2025-12-02 13:30:00,13.5,Lunes,6,68.0,1460,2587,1.0,1.0,450,15,10,7,5,500,11.684733514001804
2025-12-02 13:40:00,13.666666666666666,Lunes,6,68.0,1521,2272,1.0,1.0,450,22,5,4,12,500,10.26196928635953
2025-12-02 13:50:00,13.833333333333334,Lunes,6,68.0,1683,1936,1.0,1.0,450,63,7,9,6,500,8.74435411020777
2025-12-02 14:00:00,14.0,Lunes,6,68.0,1584,2006,1.0,1.0,450,76,9,11,9,500,9.06052393857272
2025-12-02 14:10:00,14.166666666666666,Lunes,6,68.0,1450,2147,1.0,1.0,450,19,27,29,21,500,9.697380307136408
2025-12-02 14:20:00,14.333333333333334,Lunes,6,68.0,1256,2379,1.0,1.0,450,25,36,44,34,500,10.745257452574524
2025-12-02 14:30:00,14.5,Lunes,6,68.0,1240,2338,1.0,1.0,450,32,31,23,1,500,10.560072267389343
2025-12-02 14:40:00,14.666666666666666,Lunes,6,68.0,1282,2447,1.0,1.0,450,37,27,20,8,500,11.052393857271909
2025-12-02 14:50:00,14.833333333333334,Lunes,6,68.0,1382,2311,1.0,1.0,450,31,7,9,17,500,10.438121047877145
2025-12-02 15:00:00,15.0,Lunes,6,68.0,1259,2672,1.0,1.0,450,49,12,10,8,500,12.06865401987353
2025-12-02 15:10:00,15.166666666666666,Lunes,6,68.0,1391,2717,1.0,1.0,450,22,4,10,3,500,12.271906052393856
2025-12-02 15:20:00,15.333333333333334,Lunes,6,68.0,1551,2352,1.0,1.0,450,6,7,17,4,500,10.62330623306233
2025-12-02 15:30:00,15.5,Lunes,6,68.0,1893,1679,1.0,1.0,450,30,5,6,12,500,7.5835591689250235
2025-12-02 15:40:00,15.666666666666666,Lunes,6,68.0,1293,2246,1.0,1.0,450,61,10,10,21,500,10.14453477868112
2025-12-02 15:50:00,15.833333333333334,Lunes,6,68.0,1312,2292,1.0,1.0,450,75,21,32,38,500,10.35230352303523
2025-12-02 16:00:00,16.0,Lunes,6,68.0,1244,2331,1.0,1.0,450,7,42,7,7,500,10.528455284552846
2025-12-02 16:10:00,16.166666666666668,Lunes,6,68.0,1407,2083,1.0,1.0,450,17,34,16,6,500,9.408310749774165
2025-12-02 16:20:00,16.333333333333332,Lunes,6,68.0,1180,2383,1.0,1.0,450,30,5,30,22,500,10.763324299909666
2025-12-02 16:30:00,16.5,Lunes,6,68.0,1226,2426,1.0,1.0,450,45,9,6,32,500,10.957542908762422
2025-12-02 16:40:00,16.666666666666668,Lunes,6,68.0,1329,2485,1.0,1.0,450,10,2,4,29,500,11.224028906955736
2025-12-02 16:50:00,16.833333333333332,Lunes,6,68.0,1426,2518,1.0,1.0,450,17,12,10,7,500,11.373080397470641
2025-12-02 17:00:00,17.0,Lunes,6,68.0,1504,2180,1.0,1.0,450,27,7,5,12,500,9.84643179765131
2025-12-02 17:10:00,17.166666666666668,Lunes,6,68.0,2532,2233,1.0,1.0,450,217,48,41,30,500,10.085817524841916
2025-12-02 17:20:00,17.333333333333332,Lunes,6,68.0,2662,2973,1.0,1.0,450,320,82,79,90,500,13.428184281842817
2025-12-02 17:30:00,17.5,Lunes,6,68.0,2423,4295,1.0,1.0,450,112,130,142,120,500,19.39927732610659
2025-12-02 17:40:00,17.666666666666668,Lunes,6,68.0,2503,5169,1.0,1.0,450,118,205,209,180,500,23.346883468834687
2025-12-02 17:50:00,17.833333333333332,Lunes,6,68.0,2348,6153,1.0,1.0,450,159,127,99,35,500,27.791327913279133
2025-12-02 18:00:00,18.0,Lunes,6,68.0,2577,6924,1.0,1.0,450,196,163,150,85,500,31.273712737127372
2025-12-02 18:10:00,18.166666666666668,Lunes,6,68.0,2291,7620,1.0,1.0,450,198,16,50,119,500,34.417344173441734
2025-12-02 18:20:00,18.333333333333332,Lunes,6,68.0,2489,8398,1.0,1.0,450,262,75,60,55,500,37.931345980126466
2025-12-02 18:30:00,18.5,Lunes,6,68.0,2400,9018,1.0,1.0,450,170,46,19,36,500,40.73170731707317
2025-12-02 18:40:00,18.666666666666668,Lunes,6,68.0,2591,7767,1.0,1.0,450,179,48,63,55,500,35.081300813008134
2025-12-02 18:50:00,18.833333333333332,Lunes,6,68.0,2575,6249,1.0,1.0,450,164,15,46,48,500,28.224932249322492
2025-12-02 19:00:00,19.0,Lunes,6,68.0,2137,6497,1.0,1.0,450,320,17,58,95,500,29.345076784101177
2025-12-02 19:10:00,19.166666666666668,Lunes,6,68.0,2698,6425,1.0,1.0,450,320,77,128,153,500,29.01987353206865
2025-12-02 19:20:00,19.333333333333332,Lunes,6,68.0,2380,6804,1.0,1.0,450,83,163,22,43,500,30.731707317073177
2025-12-02 19:30:00,19.5,Lunes,6,68.0,2238,6886,1.0,1.0,450,101,107,66,50,500,31.102077687443547
2025-12-02 19:40:00,19.666666666666668,Lunes,6,68.0,2053,7483,1.0,1.0,450,139,45,136,86,500,33.798554652213184
2025-12-02 19:50:00,19.833333333333332,Lunes,6,68.0,2466,7765,1.0,1.0,450,282,59,39,115,500,35.07226738934055
2025-12-02 20:00:00,20.0,Lunes,6,68.0,2375,8350,1.0,1.0,450,85,45,47,134,500,37.71454381210478
2025-12-02 20:10:00,20.166666666666668,Lunes,6,68.0,1708,8433,1.0,1.0,450,23,3,3,6,500,38.08943089430894
2025-12-02 20:20:00,20.333333333333332,Lunes,6,68.0,1643,6894,1.0,1.0,450,27,5,13,9,500,31.138211382113823
2025-12-02 20:30:00,20.5,Lunes,6,68.0,1690,5272,1.0,1.0,450,62,5,18,2,500,23.81210478771455
2025-12-02 20:40:00,20.666666666666668,Lunes,6,68.0,1612,4557,1.0,1.0,450,81,20,21,22,500,20.582655826558263
2025-12-02 20:50:00,20.833333333333332,Lunes,6,68.0,1445,3899,1.0,1.0,450,13,15,33,33,500,17.610659439927733
2025-12-02 21:00:00,21.0,Lunes,6,68.0,1251,3549,1.0,1.0,450,29,27,47,51,500,16.02981029810298
2025-12-02 21:10:00,21.166666666666668,Lunes,6,68.0,1229,2846,1.0,1.0,450,15,29,22,0,500,12.85456187895212
2025-12-02 21:20:00,21.333333333333332,Lunes,6,68.0,1321,2549,1.0,1.0,450,53,33,16,7,500,11.513098464317977
2025-12-02 21:30:00,21.5,Lunes,6,68.0,1367,2247,1.0,1.0,450,41,12,5,20,500,10.149051490514905
2025-12-02 21:40:00,21.666666666666668,Lunes,6,68.0,1253,2611,1.0,1.0,450,71,17,3,15,500,11.79313459801265
2025-12-02 21:50:00,21.833333333333332,Lunes,6,68.0,1385,2684,1.0,1.0,450,23,12,11,0,500,12.122854561878954
2025-12-02 22:00:00,22.0,Lunes,6,68.0,1557,2303,1.0,1.0,450,8,5,7,8,500,10.401987353206867
2025-12-02 22:10:00,22.166666666666668,Lunes,6,68.0,1964,1617,1.0,1.0,450,37,11,6,8,500,7.303523035230352
2025-12-02 22:20:00,22.333333333333332,Lunes,6,68.0,1314,2214,1.0,1.0,450,59,9,14,25,500,10.000000000000002
2025-12-02 22:30:00,22.5,Lunes,6,68.0,1329,2285,1.0,1.0,450,78,14,26,42,500,10.320686540198736
2025-12-02 22:40:00,22.666666666666668,Lunes,6,68.0,1242,2299,1.0,1.0,450,9,33,2,8,500,10.383920505871725
2025-12-02 22:50:00,22.833333333333332,Lunes,6,68.0,1372,2087,1.0,1.0,450,23,30,12,8,500,9.426377597109303
2025-12-02 23:00:00,23.0,Lunes,6,68.0,1189,2359,1.0,1.0,450,30,2,27,24,500,10.654923215898823
2025-12-02 05:40:00,5.666666666666667,Lunes,6,68.0,534,243,1.5,1.5,75,41,22,19,22,126,1.0975609756097562
2025-12-02 05:50:00,5.833333333333333,Lunes,6,68.0,960,580,1.5,1.5,170,86,47,40,42,250,2.619692863595303
2025-12-02 06:00:00,6.0,Lunes,6,68.0,1249,969,1.5,1.5,239,42,66,26,16,379,4.37669376693767
2025-12-02 06:10:00,6.166666666666667,Lunes,6,68.0,1596,1298,1.5,1.5,321,73,40,41,25,492,5.862691960252935
2025-12-02 06:20:00,6.333333333333333,Lunes,6,68.0,1545,1823,1.5,1.5,392,89,6,51,35,500,8.233965672990063
2025-12-02 06:30:00,6.5,Lunes,6,68.0,1727,2028,1.5,1.5,450,110,9,8,31,500,9.159891598915989
2025-12-02 06:40:00,6.666666666666667,Lunes,6,68.0,2225,3036,1.5,1.5,450,51,33,21,68,500,13.712737127371277
2025-12-02 06:50:00,6.833333333333333,Lunes,6,68.0,2412,3521,1.5,1.5,450,97,46,34,38,500,15.903342366757
2025-12-02 07:00:00,7.0,Lunes,6,68.0,2394,3441,1.5,1.5,450,173,30,6,22,500,15.542005420054203
2025-12-02 07:10:00,7.166666666666667,Lunes,6,68.0,2695,3055,1.5,1.5,450,260,32,93,121,500,13.798554652213191
2025-12-02 07:20:00,7.333333333333333,Lunes,6,68.0,2827,3463,1.5,1.5,450,320,60,182,215,500,15.64137308039747
2025-12-02 07:30:00,7.5,Lunes,6,68.0,2671,4257,1.5,1.5,450,103,154,242,281,500,19.227642276422767
2025-12-02 07:40:00,7.666666666666667,Lunes,6,68.0,2884,4962,1.5,1.5,450,102,250,300,375,500,22.411924119241192
2025-12-02 07:50:00,7.833333333333333,Lunes,6,68.0,2274,6217,1.5,1.5,450,249,200,49,33,500,28.080397470641373
2025-12-02 08:00:00,8.0,Lunes,6,68.0,2916,6522,1.5,1.5,450,314,246,75,50,500,29.4579945799458
2025-12-02 08:10:00,8.166666666666666,Lunes,6,68.0,2437,7541,1.5,1.5,450,320,14,26,73,500,34.060523938572715
2025-12-02 08:20:00,8.333333333333334,Lunes,6,68.0,2586,7820,1.5,1.5,450,320,16,44,73,500,35.32068654019873
2025-12-02 08:30:00,8.5,Lunes,6,68.0,2473,7756,1.5,1.5,450,73,35,17,18,500,35.031616982836496
2025-12-02 08:40:00,8.666666666666666,Lunes,6,68.0,2589,6833,1.5,1.5,450,232,43,9,36,500,30.862691960252942
2025-12-02 08:50:00,8.833333333333334,Lunes,6,68.0,2908,4676,1.5,1.5,450,320,45,64,83,500,21.12014453477868
2025-12-02 09:00:00,9.0,Lunes,6,68.0,2415,4838,1.5,1.5,450,320,78,115,135,500,21.85185185185185
2025-12-02 09:10:00,9.166666666666666,Lunes,6,68.0,2955,4853,1.5,1.5,450,320,134,207,219,500,21.919602529358624
2025-12-02 09:20:00,9.333333333333334,Lunes,6,68.0,2386,5733,1.5,1.5,450,76,225,62,28,500,25.894308943089435
2025-12-02 09:30:00,9.5,Lunes,6,68.0,2381,6007,1.5,1.5,450,168,157,87,47,500,27.13188798554652
2025-12-02 09:40:00,9.666666666666666,Lunes,6,68.0,2284,6769,1.5,1.5,450,230,43,161,105,500,30.57362240289069
2025-12-02 09:50:00,9.833333333333334,Lunes,6,68.0,2611,7452,1.5,1.5,450,320,41,38,118,500,33.65853658536586
2025-12-02 10:00:00,10.0,Lunes,6,68.0,2312,8293,1.5,1.5,450,89,46,16,99,500,37.45709123757904
2025-12-02 10:10:00,10.166666666666666,Lunes,6,68.0,1924,7625,1.5,1.5,450,23,11,6,6,500,34.43992773261066
2025-12-02 10:20:00,10.333333333333334,Lunes,6,68.0,1827,5515,1.5,1.5,450,36,3,3,4,500,24.909665763324305
2025-12-02 10:30:00,10.5,Lunes,6,68.0,1868,3999,1.5,1.5,450,60,3,14,16,500,18.062330623306234
2025-12-02 10:40:00,10.666666666666666,Lunes,6,68.0,1677,3483,1.5,1.5,450,81,10,28,26,500,15.731707317073173
2025-12-02 10:50:00,10.833333333333334,Lunes,6,68.0,1436,2927,1.5,1.5,450,18,30,33,37,500,13.220415537488709
2025-12-02 11:00:00,11.0,Lunes,6,68.0,1301,2692,1.5,1.5,450,27,46,51,50,500,12.158988256549232
2025-12-02 11:10:00,11.166666666666666,Lunes,6,68.0,1284,2362,1.5,1.5,450,48,36,25,7,500,10.668473351400182
2025-12-02 11:20:00,11.333333333333334,Lunes,6,68.0,1352,2262,1.5,1.5,450,67,36,25,14,500,10.216802168021678
2025-12-02 11:30:00,11.5,Lunes,6,68.0,1463,2316,1.5,1.5,450,52,8,10,19,500,10.46070460704607
2025-12-02 11:40:00,11.666666666666666,Lunes,6,68.0,1323,2634,1.5,1.5,450,68,11,6,7,500,11.8970189701897
2025-12-02 11:50:00,11.833333333333334,Lunes,6,68.0,1455,2639,1.5,1.5,450,22,9,12,4,500,11.919602529358626
2025-12-02 12:00:00,12.0,Lunes,6,68.0,1533,2411,1.5,1.5,450,15,6,14,5,500,10.889792231255646
2025-12-02 12:10:00,12.166666666666666,Lunes,6,68.0,1882,1595,1.5,1.5,450,41,9,8,7,500,7.204155374887083
2025-12-02 12:20:00,12.333333333333334,Lunes,6,68.0,1319,2143,1.5,1.5,450,74,4,19,31,500,9.679313459801264
2025-12-02 12:30:00,12.5,Lunes,6,68.0,1354,2199,1.5,1.5,450,94,13,36,50,500,9.932249322493224
2025-12-02 12:40:00,12.666666666666666,Lunes,6,68.0,1249,2295,1.5,1.5,450,14,42,3,5,500,10.365853658536585
2025-12-02 12:50:00,12.833333333333334,Lunes,6,68.0,1395,2055,1.5,1.5,450,17,32,13,3,500,9.281842818428183
2025-12-02 13:00:00,13.0,Lunes,6,68.0,1188,2340,1.5,1.5,450,39,6,22,18,500,10.56910569105691
2025-12-02 13:10:00,13.166666666666666,Lunes,6,68.0,1263,2397,1.5,1.5,450,58,17,15,30,500,10.826558265582655
2025-12-02 13:20:00,13.333333333333334,Lunes,6,68.0,1326,2454,1.5,1.5,450,8,9,2,26,500,11.0840108401084
2025-12-02 13:30:00,13.5,Lunes,6,68.0,1467,2499,1.5,1.5,450,7,15,8,3,500,11.287262872628729
2025-12-02 13:40:00,13.666666666666666,Lunes,6,68.0,1535,2192,1.5,1.5,450,20,8,3,8,500,9.90063233965673
2025-12-02 13:50:00,13.833333333333334,Lunes,6,68.0,1702,1870,1.5,1.5,450,52,6,10,1,500,8.446251129177956
2025-12-02 14:00:00,14.0,Lunes,6,68.0,1614,1982,1.5,1.5,450,66,13,15,21,500,8.952122854561878
2025-12-02 14:10:00,14.166666666666666,Lunes,6,68.0,1446,2151,1.5,1.5,450,17,19,26,27,500,9.715447154471542
2025-12-02 14:20:00,14.333333333333334,Lunes,6,68.0,1254,2312,1.5,1.5,450,29,34,38,42,500,10.44263775971093
2025-12-02 14:30:00,14.5,Lunes,6,68.0,1246,2288,1.5,1.5,450,23,28,20,4,500,10.33423667570009
2025-12-02 14:40:00,14.666666666666666,Lunes,6,68.0,1305,2365,1.5,1.5,450,49,41,23,12,500,10.682023486901535
2025-12-02 14:50:00,14.833333333333334,Lunes,6,68.0,1360,2245,1.5,1.5,450,39,8,14,19,500,10.140018066847336
2025-12-02 15:00:00,15.0,Lunes,6,68.0,1272,2582,1.5,1.5,450,60,12,6,19,500,11.662149954832882
2025-12-02 15:10:00,15.166666666666666,Lunes,6,68.0,1420,2598,1.5,1.5,450,29,9,7,4,500,11.734417344173442
2025-12-02 15:20:00,15.333333333333334,Lunes,6,68.0,1528,2371,1.5,1.5,450,11,6,15,5,500,10.709123757904242
2025-12-02 15:30:00,15.5,Lunes,6,68.0,1900,1580,1.5,1.5,450,41,7,5,21,500,7.136404697380307
2025-12-02 15:40:00,15.666666666666666,Lunes,6,68.0,1319,2156,1.5,1.5,450,73,4,18,22,500,9.73803071364047
2025-12-02 15:50:00,15.833333333333334,Lunes,6,68.0,1340,2258,1.5,1.5,450,94,15,37,34,500,10.198735320686541
2025-12-02 16:00:00,16.0,Lunes,6,68.0,1257,2398,1.5,1.5,450,10,29,7,9,500,10.83107497741644
2025-12-02 16:10:00,16.166666666666668,Lunes,6,68.0,1392,2070,1.5,1.5,450,13,23,11,8,500,9.349593495934958
2025-12-02 16:20:00,16.333333333333332,Lunes,6,68.0,1208,2339,1.5,1.5,450,23,9,22,18,500,10.564588979223128
2025-12-02 16:30:00,16.5,Lunes,6,68.0,1227,2424,1.5,1.5,450,49,8,11,26,500,10.948509485094855
2025-12-02 16:40:00,16.666666666666668,Lunes,6,68.0,1304,2497,1.5,1.5,450,13,9,5,25,500,11.278229448961158
2025-12-02 16:50:00,16.833333333333332,Lunes,6,68.0,1481,2524,1.5,1.5,450,23,14,8,10,500,11.40018066847335
2025-12-02 17:00:00,17.0,Lunes,6,68.0,1536,2268,1.5,1.5,450,34,7,3,10,500,10.24390243902439
2025-12-02 17:10:00,17.166666666666668,Lunes,6,68.0,2505,2347,1.5,1.5,450,223,44,53,26,500,10.600722673893404
2025-12-02 17:20:00,17.333333333333332,Lunes,6,68.0,2670,3056,1.5,1.5,450,320,73,81,106,500,13.803071364046977
2025-12-02 17:30:00,17.5,Lunes,6,68.0,2491,4315,1.5,1.5,450,96,148,159,144,500,19.489611562782297
2025-12-02 17:40:00,17.666666666666668,Lunes,6,68.0,2575,5199,1.5,1.5,450,117,224,214,217,500,23.48238482384824
2025-12-02 17:50:00,17.833333333333332,Lunes,6,68.0,2361,6185,1.5,1.5,450,169,124,105,38,500,27.93586269196025
2025-12-02 18:00:00,18.0,Lunes,6,68.0,2604,7049,1.5,1.5,450,203,131,172,85,500,31.838301716350493
2025-12-02 18:10:00,18.166666666666668,Lunes,6,68.0,2292,7679,1.5,1.5,450,213,13,43,131,500,34.68383017163505
2025-12-02 18:20:00,18.333333333333332,Lunes,6,68.0,2475,8429,1.5,1.5,450,259,82,43,74,500,38.071364046973805
2025-12-02 18:30:00,18.5,Lunes,6,68.0,2410,8989,1.5,1.5,450,168,45,16,43,500,40.60072267389341
2025-12-02 18:40:00,18.666666666666668,Lunes,6,68.0,2591,7813,1.5,1.5,450,202,41,54,65,500,35.28906955736224
2025-12-02 18:50:00,18.833333333333332,Lunes,6,68.0,2588,6250,1.5,1.5,450,155,19,40,63,500,28.229448961156283
2025-12-02 19:00:00,19.0,Lunes,6,68.0,2152,6474,1.5,1.5,450,320,24,73,105,500,29.241192411924118
